name,performance_clockspeed,performance_turbospeed,performance_cores,performance_threads,efficient_clockspeed,efficient_turbospeed,efficient_cores,efficient_threads,tdp,multithread_rating,single_thread_rating,l1_instruction_cache,l1_data_cache,l2_cache,l3_cache,eff_l1_instruction_cache,eff_l1_data_cache,eff_l2_cache,integer_math,floating_point_math,find_prime_numbers,random_string_sorting,data_encryption,data_compression,physics,extended_instructions,single_thread
mediatek mt8168a,2.00,,4.0,4.0,,,,,,712,448,,,,,,,,5179.0,1443.0,1.0,3454.0,,14891.0,59.0,1119.0,448
intel pentium t4200,2.00,,2.0,2.0,,,,,35.00,714,779,2 x 32 kb,2 x 32 kb,1 x 1024 kb,,,,,3081.0,1811.0,3.0,2200.0,,15765.0,75.0,257.0,779
amd a4-3300m apu,1.90,2.50,2.0,2.0,,,,,65.00,714,790,2 x 64 kb,2 x 64 kb,2 x 1024 kb,,,,,1914.0,1585.0,4.0,2044.0,,16268.0,93.0,352.0,790
"qualcomm technologies, inc sda429w",2.00,,4.0,4.0,,,,,,715,516,,,,,,,,3589.0,1493.0,,3729.0,,18530.0,67.0,1541.0,516
qualcomm apq 8084 (flattened device tree),2.70,,4.0,4.0,,,,,,720,443,,,,,,,,3039.0,1429.0,,3612.0,,15864.0,80.0,1675.0,443
mt3561s,1.20,,4.0,4.0,,,,,,723,335,,,,,,,,7112.0,1139.0,3.0,2520.0,,9241.0,54.0,160.0,335
amd e2-3000 apu,1.70,,2.0,2.0,,,,,15.00,726,547,2 x 32 kb,2 x 32 kb,2 x 1024 kb,,,,,,,,,,,,,547
intel core2 duo t6400,2.00,,2.0,2.0,,,,,35.00,727,796,2 x 32 kb,2 x 32 kb,1 x 2048 kb,,,,,3104.0,1841.0,4.0,2160.0,,15905.0,84.0,262.0,796
amd turion x2 dual-core mobile rm-75,2.20,,2.0,2.0,,,,,35.00,727,783,2 x 64 kb,2 x 64 kb,2 x 512 kb,,,,,3037.0,1860.0,4.0,2445.0,,17001.0,71.0,257.0,783
qualcomm msm8974,2.30,,4.0,4.0,,,,,,729,426,,,,,,,,3262.0,1507.0,,3560.0,,16355.0,84.0,1639.0,426
"qualcomm technologies, inc apq8096pro",2.30,,4.0,4.0,,,,,,730,435,,,,,,,,2967.0,1245.0,3.0,1761.0,,9336.0,59.0,231.0,435
intel celeron b815,1.60,,2.0,2.0,,,,,35.00,731,705,4 x 32 kb,4 x 32 kb,4 x 256 kb,2 mb,,,,2984.0,1615.0,6.0,1999.0,,14273.0,116.0,442.0,705
amd turion x2 ultra dual-core mobile zm-82,2.20,,2.0,2.0,,,,,35.00,733,770,2 x 64 kb,2 x 64 kb,2 x 1024 kb,,,,,2710.0,1706.0,4.0,2219.0,,16514.0,59.0,262.0,770
arm cortex-a72 6 core (duplicate 1),1.00,,6.0,6.0,,,,,,734,394,,,,,,,,9893.0,2707.0,4.0,3886.0,,5577.0,104.0,300.0,394
amd athlon ii p360 dual-core,2.30,,2.0,2.0,,,,,25.00,736,865,2 x 64 kb,2 x 64 kb,2 x 512 kb,,,,,2391.0,1812.0,4.0,2249.0,,17516.0,74.0,258.0,865
intel atom z3770,1.50,2.40,4.0,4.0,,,,,4.00,736,539,8 x 32 kb,8 x 24 kb,2 x 1024 kb,,,,,1025.0,1508.0,2.0,3055.0,,21949.0,134.0,302.0,539
mt8696,1.80,,4.0,4.0,,,,,,738,535,,,,,,,,3239.0,1460.0,,3929.0,,21454.0,84.0,1517.0,535
mediatek mt8696,1.80,,4.0,4.0,,,,,,740,542,,,,,,,,2576.0,1378.0,,3905.0,,19762.0,73.0,1671.0,542
amd turion x2 ultra dual-core mobile zm-87,2.40,,2.0,2.0,,,,,35.00,741,730,2 x 64 kb,2 x 64 kb,2 x 1024 kb,,,,,2182.0,1766.0,4.0,2418.0,,18603.0,72.0,265.0,730
arm cortex-a55 4 core,2.10,,4.0,4.0,,,,,,742,336,,,,,,,,13956.0,2554.0,3.0,3514.0,,5263.0,64.0,334.0,336
intel core2 duo t7200,2.00,,2.0,2.0,,,,,34.00,744,744,2 x 32 kb,2 x 32 kb,1 x 4096 kb,,,,,3072.0,1467.0,5.0,2135.0,,16279.0,89.0,294.0,744
intel pentium dual t2390,1.90,,2.0,2.0,,,,,35.00,745,712,,,,,,,,3032.0,1635.0,3.0,1704.0,,13679.0,66.0,315.0,712
intel core i3 380um,1.30,,2.0,4.0,,,,,18.00,745,581,4 x 32 kb,4 x 32 kb,4 x 256 kb,3 mb,,,,3730.0,1647.0,6.0,2189.0,,15711.0,111.0,454.0,581
intel core2 duo t6500,2.10,,2.0,2.0,,,,,35.00,747,836,2 x 32 kb,2 x 32 kb,1 x 2048 kb,,,,,3290.0,1877.0,3.0,2260.0,,16062.0,83.0,268.0,836
spreadtrum sc9853i-ia,1.90,,8.0,8.0,,,,,,748,467,,,,,,,,5301.0,1790.0,3.0,2309.0,,17616.0,66.0,323.0,467
intel core2 duo p7350,2.00,,2.0,2.0,,,,,25.00,748,796,2 x 32 kb,2 x 32 kb,1 x 3072 kb,,,,,3448.0,1829.0,4.0,2215.0,,15761.0,93.0,272.0,796
amd athlon ii dual-core m320,2.10,,2.0,2.0,,,,,35.00,749,855,2 x 64 kb,2 x 64 kb,2 x 512 kb,,,,,2330.0,1861.0,4.0,2399.0,,18179.0,78.0,255.0,855
apple a11 bionic,2.40,,6.0,6.0,,,,,,4423,1326,,,,,,,,16801.0,7829.0,34.0,7943.0,3429.0,55968.0,391.0,1717.0,1326
intel pentium 6805,1.10,3.00,2.0,4.0,,,,,15.00,4424,1834,2 x 48 kb,2 x 32 kb,2 x 512 kb,4 mb,,,,13100.0,8003.0,14.0,5816.0,2565.0,48875.0,328.0,3514.0,1834
mediatek mt6879v/za,2.50,,8.0,8.0,,,,,,4424,1886,,,,,,,,24300.0,8659.0,13.0,12565.0,3500.0,68623.0,192.0,1486.0,1886
amd athlon 220ge,3.40,,2.0,4.0,,,,,35.00,4432,1961,2 x 64 kb,2 x 32 kb,2 x 512 kb,4 mb,,,,13514.0,6992.0,13.0,6772.0,3901.0,57920.0,295.0,2178.0,1961
sm6375,2.20,,8.0,8.0,,,,,,4441,1956,,,,,,,,24288.0,7953.0,9.0,12189.0,3245.0,71012.0,195.0,1517.0,1956
mediatek mt6833gp,2.40,,8.0,8.0,,,,,,4471,1656,,,,,,,,22954.0,6859.0,11.0,12306.0,3723.0,65790.0,210.0,1650.0,1656
mediatek dm700,2.20,,8.0,8.0,,,,,,4471,1566,,,,,,,,23825.0,6971.0,11.0,12406.0,3608.0,64307.0,212.0,1574.0,1566
intel core i5 10210y,1.00,4.00,4.0,8.0,,,,,7.00,4475,1858,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,16495.0,9822.0,18.0,7043.0,1493.0,53471.0,370.0,3143.0,1858
intel core i3 1115gre,3.00,3.90,2.0,4.0,,,,,15.00,4484,2062,2 x 48 kb,2 x 32 kb,2 x 1280 kb,6 mb,,,,13446.0,8266.0,17.0,5756.0,2530.0,47868.0,311.0,3567.0,2062
samsung s5e8825,2.40,,8.0,8.0,,,,,,4486,1923,,,,,,,,24606.0,8246.0,9.0,12425.0,3571.0,66076.0,202.0,1562.0,1923
intel core i5 6442eq,1.90,2.70,4.0,4.0,,,,,25.00,4487,1649,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,11475.0,9878.0,23.0,7661.0,1439.0,58506.0,432.0,3956.0,1649
"qualcomm technologies, inc sm8150p",2.80,,8.0,8.0,,,,,,4495,1914,,,,,,,,27801.0,10507.0,15.0,13064.0,2021.0,79736.0,335.0,1829.0,1914
samsung s5e8535,2.40,,8.0,8.0,,,,,,4504,1968,,,,,,,,24252.0,8490.0,11.0,12786.0,3664.0,65672.0,233.0,1444.0,1968
mediatek mt8390av/a,2.20,,8.0,8.0,,,,,,4509,1979,,,,,,,,21870.0,7502.0,14.0,11544.0,3819.0,71708.0,230.0,1362.0,1979
intel core i7 2860qm,2.50,3.60,4.0,8.0,,,,,45.00,4523,1554,4 x 32 kb,4 x 32 kb,4 x 256 kb,8 mb,,,,17680.0,6653.0,23.0,10561.0,1373.0,73834.0,380.0,2953.0,1554
qualcomm sc7180p,2.60,,8.0,8.0,,,,,,4523,1874,,,,,,,,23162.0,7480.0,9.0,10502.0,3638.0,70218.0,234.0,1664.0,1874
mediatek mt6833g,2.20,,8.0,8.0,,,,,,4532,1284,,,,,,,,23761.0,7163.0,11.0,12289.0,3498.0,67142.0,222.0,1630.0,1284
amd athlon silver 3050ge,3.40,3.40,2.0,4.0,,,,,35.00,4545,2016,2 x 32 kb,2 x 64 kb,2 x 512 kb,4 mb,,,,13973.0,7171.0,13.0,6947.0,4010.0,58994.0,320.0,2218.0,2016
mediatek dimensity 7025 (mt6855),2.20,,8.0,8.0,,,,,,4546,1861,,,,,,,,23042.0,7997.0,11.0,12085.0,3055.0,70977.0,204.0,1638.0,1861
mt6877t,2.50,,8.0,8.0,,,,,,4548,1641,,,,,,,,24878.0,8061.0,11.0,10141.0,3238.0,71219.0,226.0,1602.0,1641
samsung exynos 980,2.20,,8.0,8.0,,,,,,4584,1871,,,,,,,,21856.0,7463.0,10.0,12187.0,3491.0,72480.0,238.0,1635.0,1871
"qualcomm technologies, inc sm8150",2.80,,8.0,8.0,,,,,,4595,1773,,,,,,,,26716.0,10217.0,15.0,12586.0,2278.0,80944.0,306.0,1946.0,1773
snapdragon 8350,2.40,2.80,4.0,4.0,1.80,,4.0,4.0,,4608,2484,,,,,,,,31118.0,13593.0,23.0,15378.0,,89747.0,362.0,2408.0,2484
intel core i7 6970hq,2.80,3.70,4.0,8.0,,,,,45.00,4632,1532,4 x 32 kb,4 x 32 kb,4 x 256 kb,8 mb,,,,12891.0,8495.0,28.0,8530.0,1590.0,60234.0,577.0,3206.0,1532
amd ryzen embedded v1500b,2.20,,4.0,8.0,,,,,16.00,4633,1211,4 x 32 kb,4 x 64 kb,4 x 512 kb,32 mb,,,,16621.0,7954.0,16.0,8756.0,2264.0,71292.0,416.0,2430.0,1211
intel core i7 3612qm,2.10,3.10,4.0,8.0,,,,,35.00,4654,1538,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,16396.0,8380.0,24.0,10136.0,1334.0,74705.0,413.0,3134.0,1538
mediatek dimensity 7200-pro (mt6886),2.80,,8.0,8.0,,,,,,4689,1976,,,,,,,,23437.0,8506.0,11.0,13670.0,3549.0,73594.0,229.0,1633.0,1976
spreadtrum t765,2.30,,8.0,8.0,,,,,,4695,1607,,,,,,,,24330.0,7902.0,10.0,12908.0,3890.0,76293.0,174.0,1730.0,1607
intel core i5 6300hq,2.30,3.20,4.0,4.0,,,,,45.00,4699,1793,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,12248.0,10508.0,24.0,7917.0,1362.0,63597.0,389.0,5501.0,1793
intel core i7 3632qm,2.20,3.20,4.0,8.0,,,,,35.00,4717,1587,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,16950.0,8654.0,24.0,10416.0,1348.0,75724.0,409.0,3188.0,1587
mt8771v/pza,2.40,,8.0,8.0,,,,,,4723,1700,,,,,,,,24990.0,7246.0,11.0,13421.0,3663.0,75581.0,213.0,1671.0,1700
spreadtrum t760,2.20,,8.0,8.0,,,,,,4735,1537,,,,,,,,23335.0,9526.0,11.0,11704.0,3457.0,70452.0,192.0,1726.0,1537
amd athlon gold 7220u,2.40,3.70,2.0,4.0,,,,,15.00,4740,2094,2 x 32 kb,2 x 32 kb,2 x 512 kb,4 mb,,,,14777.0,7029.0,14.0,6807.0,3193.0,66475.0,284.0,2957.0,2094
intel core i7 2960xm,2.70,3.70,4.0,8.0,,,,,55.00,4754,1598,4 x 32 kb,4 x 32 kb,4 x 256 kb,8 mb,,,,18534.0,7049.0,25.0,11057.0,1465.0,78910.0,389.0,3176.0,1598
intel core i3 9100te,2.20,3.20,4.0,4.0,,,,,35.00,4791,1676,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,12698.0,10944.0,23.0,8207.0,1381.0,64516.0,372.0,5790.0,1676
intel core i7 3635qm,2.40,3.40,4.0,8.0,,,,,45.00,4797,1705,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,18178.0,9381.0,24.0,10625.0,1334.0,84670.0,428.0,3214.0,1705
mediatek dimensity 1000+ (mt6889),2.60,,8.0,8.0,,,,,,4805,1813,,,,,,,,27987.0,12186.0,14.0,12719.0,2014.0,85249.0,366.0,2289.0,1813
mt6877v/tza,2.50,,8.0,8.0,,,,,,4824,1883,,,,,,,,24947.0,8656.0,11.0,12668.0,3376.0,75823.0,229.0,1717.0,1883
intel core i5 7442eq,2.10,2.90,4.0,4.0,,,,,25.00,4834,1819,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,,,,,,,,,1819
mediatek dimensity 900 (mt6877),2.40,,8.0,8.0,,,,,,4845,1953,,,,,,,,25361.0,8725.0,12.0,12002.0,3458.0,75672.0,233.0,1725.0,1953
mediatek mt6877v/tza,2.50,,8.0,8.0,,,,,,4846,1789,,,,,,,,25276.0,8776.0,11.0,12357.0,3644.0,74565.0,230.0,1670.0,1789
"samsung technologies, inc exynos e1080",2.80,,8.0,8.0,,,,,,4846,2029,,,,,,,,35815.0,14413.0,21.0,14573.0,,96816.0,416.0,2486.0,2029
mediatek mt8791v/tn,2.60,,8.0,8.0,,,,,,4858,2128,,,,,,,,25543.0,9138.0,10.0,12813.0,3315.0,78012.0,179.0,1817.0,2128
"renoir based on qualcomm technologies, inc sm7350",2.40,,8.0,8.0,,,,,,4869,1815,,,,,,,,29252.0,12422.0,12.0,13506.0,2036.0,90448.0,248.0,2321.0,1815
sm8450,3.00,,8.0,8.0,,,,,,4896,1278,,,,,,,,17095.0,9439.0,24.0,12292.0,2146.0,66217.0,324.0,2182.0,1278
intel core i3 1005g1,1.20,3.40,2.0,4.0,,,,,15.00,4910,2186,2 x 32 kb,2 x 48 kb,2 x 512 kb,4 mb,,,,14927.0,8995.0,15.0,6526.0,2800.0,54102.0,340.0,3879.0,2186
intel core i7 3612qe,2.10,3.10,4.0,8.0,,,,,35.00,4929,1678,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,17990.0,9094.0,24.0,11103.0,1484.0,82462.0,347.0,3491.0,1678
vendor kirin820,2.40,,8.0,8.0,,,,,,4947,1678,,,,,,,,22187.0,9962.0,8.0,10296.0,3579.0,87975.0,204.0,2551.0,1678
apple a12 bionic,2.50,,6.0,6.0,,,,,,4993,1990,,,,,,,,17725.0,8858.0,50.0,8907.0,3757.0,63269.0,556.0,1896.0,1990
mediatek mt6877v/ttza,2.60,,8.0,8.0,,,,,,4994,2009,,,,,,,,25481.0,8950.0,12.0,13092.0,3781.0,76604.0,230.0,1725.0,2009
intel core i7 3610qe,2.30,3.30,4.0,8.0,,,,,45.00,5026,1582,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,18167.0,9025.0,22.0,11201.0,1535.0,82704.0,391.0,3446.0,1582
snapdragon 8cx,2.80,,4.0,4.0,1.80,,4.0,4.0,,5044,1718,,,,,,,,24201.0,12053.0,24.0,12609.0,3436.0,85068.0,361.0,1764.0,1718
hisilicon kirin9000,3.10,,8.0,8.0,,,,,,5083,2490,,,,,,,,34366.0,14711.0,26.0,13889.0,,99527.0,480.0,2412.0,2490
intel xeon e3 1505l v5,2.00,2.80,4.0,8.0,,,,,25.00,5083,1548,4 x 32 kb,4 x 32 kb,4 x 256 kb,8 mb,,,,16977.0,10593.0,20.0,9052.0,1720.0,68566.0,429.0,4380.0,1548
intel n200,3.20,3.70,4.0,4.0,,,,,6.00,5083,1891,4 x 64 kb,4 x 32 kb,1 x 2048 kb,6 mb,,,,17354.0,10969.0,20.0,6727.0,3808.0,52265.0,380.0,2566.0,1891
intel core i5 7300hq,2.50,3.50,4.0,4.0,,,,,45.00,5088,1953,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,13314.0,11359.0,25.0,8675.0,1489.0,69410.0,406.0,5918.0,1953
mt6893,3.00,,8.0,8.0,,,,,,5102,1902,,,,,,,,31977.0,13319.0,17.0,13054.0,2024.0,86310.0,399.0,2427.0,1902
intel core i5 6440hq,2.60,3.50,4.0,4.0,,,,,45.00,5106,1964,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,13505.0,11537.0,25.0,8687.0,1533.0,67884.0,400.0,5478.0,1964
intel core i7 3630qm,2.40,3.40,4.0,8.0,,,,,45.00,5114,1683,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,18458.0,9395.0,24.0,11343.0,1466.0,82389.0,421.0,3482.0,1683
intel core i7 3610qm,2.30,3.30,4.0,8.0,,,,,45.00,5118,1666,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,18266.0,9266.0,24.0,11327.0,1476.0,82580.0,428.0,3465.0,1666
mt8188jv/a,2.20,,8.0,8.0,,,,,,5120,1881,,,,,,,,24716.0,8572.0,15.0,10924.0,3776.0,77250.0,275.0,1750.0,1881
intel core i5 8265uc,1.60,3.90,4.0,8.0,,,,,,5169,2072,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,21597.0,11705.0,16.0,8476.0,1682.0,62065.0,342.0,3725.0,2072
intel core i7 8665ue,1.70,4.40,4.0,8.0,,,,,15.00,5170,1621,4 x 32 kb,4 x 32 kb,4 x 256 kb,8 mb,,,,17686.0,10450.0,22.0,8422.0,1763.0,61494.0,453.0,3708.0,1621
mediatek mt8192,2.20,,8.0,8.0,,,,,,5172,1563,,,,,,,,24273.0,9712.0,13.0,13732.0,3369.0,72688.0,219.0,2037.0,1563
intel atom z3560 (duplicate 1),1.00,1.80,4.0,4.0,,,,,,749,486,,,,,,,,2911.0,1232.0,1.0,3145.0,,23751.0,112.0,289.0,486
amd a4-3305m apu,1.90,2.50,2.0,2.0,,,,,35.00,751,830,2 x 64 kb,2 x 64 kb,2 x 512 kb,,,,,1856.0,1741.0,4.0,2091.0,,16800.0,87.0,368.0,830
rockchip rk3566 evb1 ddr4 v10 board,1.80,,4.0,4.0,,,,,,751,466,,,,,,,,10695.0,1788.0,2.0,3449.0,,10401.0,57.0,264.0,466
amlogic amls905x2,1.80,,4.0,4.0,,,,,,754,459,,,,,,,,3214.0,1308.0,,3843.0,,14832.0,68.0,1727.0,459
amd gx-218gl soc,1.80,,2.0,2.0,,,,,15.00,754,627,2 x 32 kb,2 x 32 kb,2 x 1024 kb,,,,,,,,,,,,,627
intel celeron 887,1.50,,2.0,2.0,,,,,17.00,754,703,4 x 32 kb,4 x 32 kb,4 x 256 kb,0 mb,,,,3112.0,1648.0,7.0,2017.0,,14863.0,113.0,474.0,703
amd a4-3330mx apu,2.20,2.60,2.0,2.0,,,,,45.00,756,908,2 x 64 kb,2 x 64 kb,2 x 1024 kb,,,,,1877.0,1942.0,4.0,2081.0,,17072.0,79.0,370.0,908
amd turion ii dual-core mobile m500,2.20,,2.0,2.0,,,,,35.00,756,847,2 x 64 kb,2 x 64 kb,2 x 512 kb,,,,,2212.0,1746.0,4.0,2067.0,,16616.0,74.0,375.0,847
mediatek mt6761v/we,1.80,,4.0,4.0,,,,,,757,446,,,,,,,,7165.0,1398.0,2.0,2919.0,,14700.0,58.0,647.0,446
mt6797d,2.30,,10.0,10.0,,,,,,758,326,,,,,,,,15424.0,1833.0,5.0,2691.0,,15676.0,85.0,188.0,326
intel pentium t4300,2.10,,2.0,2.0,,,,,35.00,759,813,2 x 32 kb,2 x 32 kb,1 x 1024 kb,,,,,3414.0,1869.0,3.0,2281.0,,16345.0,76.0,279.0,813
intel core2 duo sl9400,1.90,,2.0,2.0,,,,,17.00,759,786,2 x 32 kb,2 x 32 kb,1 x 6144 kb,,,,,3376.0,1699.0,7.0,2152.0,,15659.0,112.0,278.0,786
intel core2 duo t6570,2.10,,2.0,2.0,,,,,35.00,759,843,2 x 32 kb,2 x 32 kb,1 x 2048 kb,,,,,3252.0,1902.0,4.0,2232.0,,16356.0,84.0,274.0,843
m7221,1.50,,4.0,4.0,,,,,,760,646,,,,,,,,6309.0,1502.0,2.0,2067.0,,12865.0,57.0,251.0,646
intel core2 duo t7400,2.20,,2.0,2.0,,,,,34.00,761,757,2 x 32 kb,2 x 32 kb,1 x 4096 kb,,,,,2907.0,1545.0,5.0,2247.0,,16830.0,87.0,292.0,757
"rockchip,rk3328",1.50,,4.0,4.0,,,,,,761,356,,,,,,,,7591.0,1259.0,3.0,2479.0,,9173.0,51.0,180.0,356
celeron dual-core t3500,2.10,,2.0,2.0,,,,,35.00,762,862,2 x 32 kb,2 x 32 kb,1 x 1024 kb,,,,,3449.0,1887.0,3.0,2370.0,,16598.0,79.0,291.0,862
mediatek mt6761v/wd,1.80,,4.0,4.0,,,,,,762,485,,,,,,,,2844.0,1297.0,,3862.0,,16847.0,69.0,1784.0,485
amd a4-5150m apu,2.70,3.30,,,,,,,35.00,765,800,2 x 16 kb,2 x 64 kb,2 x 1024 kb,,,,,3808.0,1136.0,3.0,1155.0,,9880.0,71.0,266.0,800
amd athlon ii n350 dual-core,2.40,,2.0,2.0,,,,,35.00,767,945,2 x 64 kb,2 x 64 kb,2 x 512 kb,,,,,,,,,,,,,945
intel core2 duo t8100,2.10,,2.0,2.0,,,,,35.00,770,833,2 x 32 kb,2 x 32 kb,1 x 3072 kb,,,,,3220.0,1906.0,4.0,2309.0,,16856.0,87.0,275.0,833
intel atom z3735g,1.30,1.80,4.0,4.0,,,,,4.40,772,476,8 x 32 kb,8 x 24 kb,2 x 1024 kb,,,,,3642.0,1114.0,3.0,2381.0,,19804.0,73.0,292.0,476
arm cortex-a72 4 core (duplicate 7),2.00,,4.0,4.0,,,,,,772,575,,,,,,,,10309.0,4614.0,3.0,2981.0,,14190.0,72.0,791.0,575
via quadcore l4700,1.20,1.50,4.0,4.0,,,,,27.50,773,355,1 x 64 kb,1 x 64 kb,1 x 1024 kb,,,,,,,,,,,,,355
intel celeron b810,1.60,,2.0,2.0,,,,,35.00,775,754,4 x 32 kb,4 x 32 kb,4 x 256 kb,2 mb,,,,2163.0,1469.0,6.0,2228.0,,16388.0,120.0,428.0,754
pentium dual-core t4200,2.00,,2.0,2.0,,,,,,775,824,,,,,,,,3496.0,1877.0,3.0,1983.0,,16394.0,83.0,357.0,824
intel pentium t4400,2.20,,2.0,2.0,,,,,35.00,778,845,2 x 32 kb,2 x 32 kb,1 x 1024 kb,,,,,3456.0,1918.0,3.0,2323.0,,17097.0,76.0,289.0,845
intel celeron n2910,1.60,,4.0,4.0,,,,,7.50,778,447,8 x 32 kb,8 x 24 kb,2 x 1024 kb,,,,,4638.0,1085.0,5.0,2917.0,,20879.0,127.0,313.0,447
arm cortex-a17 4 core,1.80,,4.0,4.0,,,,,,781,490,,,,,,,,3390.0,2140.0,1.0,2466.0,,17785.0,82.0,377.0,490
amd a4-3310mx apu,2.10,2.30,2.0,2.0,,,,,45.00,782,832,2 x 64 kb,2 x 64 kb,2 x 1024 kb,,,,,1700.0,1683.0,5.0,2158.0,,17875.0,96.0,377.0,832
intel core i5 470um,1.30,1.90,2.0,4.0,,,,,18.00,782,737,4 x 32 kb,4 x 32 kb,4 x 256 kb,3 mb,,,,3963.0,1871.0,6.0,2091.0,,16192.0,113.0,453.0,737
intel core2 duo p7450,2.10,,2.0,2.0,,,,,25.00,783,837,2 x 32 kb,2 x 32 kb,1 x 3072 kb,,,,,3471.0,1877.0,4.0,2327.0,,16924.0,94.0,284.0,837
mediatek mt8168b,2.00,,4.0,4.0,,,,,,784,501,,,,,,,,3176.0,1445.0,,3840.0,,17461.0,67.0,1746.0,501
mt6761v/cd,1.80,,4.0,4.0,,,,,,784,488,,,,,,,,10040.0,1634.0,3.0,2853.0,,16425.0,62.0,240.0,488
qualcomm msm8994,2.00,,8.0,8.0,,,,,,785,412,,,,,,,,11205.0,1926.0,5.0,3193.0,,14775.0,75.0,198.0,412
mediatek mt6761v/wbb,2.00,,4.0,4.0,,,,,,788,484,,,,,,,,5647.0,1464.0,1.0,3578.0,,15404.0,59.0,1117.0,484
intel core2 duo l9600,2.10,,2.0,2.0,,,,,17.00,788,849,2 x 32 kb,2 x 32 kb,1 x 6144 kb,,,,,3661.0,1803.0,6.0,2201.0,,16099.0,117.0,267.0,849
intel core i3 2357m,1.30,,2.0,4.0,,,,,17.00,788,601,4 x 32 kb,4 x 32 kb,4 x 256 kb,0 mb,,,,3630.0,1414.0,6.0,2414.0,,15621.0,134.0,668.0,601
intel core2 duo p7370,2.00,,2.0,2.0,,,,,25.00,790,793,2 x 32 kb,2 x 32 kb,1 x 3072 kb,,,,,3660.0,1925.0,5.0,2539.0,,17865.0,108.0,298.0,793
intel core2 duo t6600,2.20,,2.0,2.0,,,,,35.00,793,860,2 x 32 kb,2 x 32 kb,1 x 2048 kb,,,,,3569.0,1944.0,4.0,2382.0,,17356.0,84.0,294.0,860
amd gx-217ga soc,1.70,,2.0,2.0,,,,,15.00,794,565,2 x 32 kb,2 x 32 kb,1 x 1024 kb,,,,,4394.0,1062.0,3.0,1580.0,,12229.0,65.0,388.0,565
intel atom z3775d,1.50,2.40,4.0,4.0,,,,,4.40,794,646,4 x 32 kb,4 x 24 kb,2 x 1024 kb,,,,,,,,,,,,,646
rockchip rk3566 rk817 zidoo tablet lp4x board,1.80,,4.0,4.0,,,,,,795,508,,,,,,,,10688.0,1796.0,2.0,3477.0,,13863.0,52.0,267.0,508
hi6210sft,1.20,,8.0,8.0,,,,,,796,269,,,,,,,,8498.0,2051.0,2.0,4105.0,,15322.0,78.0,1276.0,269
amd a6-4455m apu,2.10,2.60,,,,,,,17.00,797,788,2 x 16 kb,2 x 64 kb,2 x 2048 kb,,,,,4950.0,1420.0,4.0,1692.0,,12610.0,88.0,315.0,788
amd turion x2 dual-core mobile rm-76,2.30,,2.0,2.0,,,,,35.00,799,761,2 x 64 kb,2 x 64 kb,2 x 512 kb,,,,,3031.0,1800.0,4.0,2268.0,,17841.0,69.0,254.0,761
intel core2 duo t7600,2.30,,2.0,2.0,,,,,34.00,799,844,2 x 32 kb,2 x 32 kb,1 x 4096 kb,,,,,3225.0,1710.0,5.0,2291.0,,17259.0,89.0,307.0,844
amd turion x2 ultra dual-core mobile zm-84,2.30,,2.0,2.0,,,,,35.00,802,787,2 x 64 kb,2 x 64 kb,2 x 1024 kb,,,,,3130.0,1901.0,4.0,1927.0,,16013.0,74.0,290.0,787
intel atom z3580,1.30,2.30,4.0,4.0,,,,,,802,587,2 x 32 kb,2 x 24 kb,,,,,,3763.0,1519.0,2.0,3712.0,,22299.0,107.0,306.0,587
intel celeron b820,1.70,,2.0,2.0,,,,,35.00,802,749,2 x 32 kb,2 x 32 kb,2 x 256 kb,2 mb,,,,3225.0,1684.0,7.0,2080.0,,15490.0,117.0,520.0,749
mt8173,1.80,,4.0,4.0,,,,,,804,597,,,,,,,,5601.0,1679.0,3.0,1892.0,,14348.0,61.0,230.0,597
amd a4-4355m apu,1.90,2.40,,,,,,,17.00,806,813,2 x 16 kb,2 x 64 kb,2 x 1024 kb,,,,,5196.0,1461.0,4.0,1697.0,,12888.0,89.0,317.0,813
amd athlon ii dual-core m340,2.20,,2.0,2.0,,,,,35.00,807,858,2 x 64 kb,2 x 64 kb,2 x 512 kb,,,,,2659.0,2199.0,5.0,2020.0,,19574.0,98.0,302.0,858
intel atom x5 z8330,1.40,1.90,4.0,4.0,,,,,4.00,809,458,4 x 32 kb,4 x 24 kb,2 x 1024 kb,,,,,3803.0,1003.0,3.0,2636.0,,18147.0,86.0,383.0,458
